COUNTRY,STORE_OP_ZONE_ID,BRAND_CATEGORY,DIA_SEMANA,ORDENES_TOTALES_DIA_AVG,GMV_DIA_AVG
CO,11,Vegetariana,Sat,4.750000,50.2875
PE,161,Pizzas,Sat,0.750000,6.25
PE,161,Pizzas,Wed,0.500000,7.7175
PE,193,Panadería,Sun,4.250000,20.8775
PE,193,Panadería,Wed,1.250000,6.3325
PE,232,Postres,Thu,2.250000,26.3775
PE,1,Sopas y Cremas,Thu,65.750000,794.0575
MX,1365,Panadería y Pastelería,Sun,1.500000,26.9475
MX,1365,Panadería y Pastelería,Fri,0.750000,8.025
EC,259,Sushi,Fri,0.000000,0
CL,3,Italiana,Mon,1.000000,15.62
MX,564,Alitas,Sun,1.500000,21.4375
MX,564,Alitas,Fri,0.500000,12.54
MX,564,Alitas,Wed,0.250000,0
EC,186,Ecuatoriana,Mon,1.750000,11.9075
EC,146,Ceviches,Tue,0.250000,1.67
EC,208,Hamburguesa,Sat,0.250000,4.6125
EC,208,Hamburguesa,Wed,0.250000,4.5025
CO,213,Perros Calientes,Sun,7.750000,125.68
CO,213,Perros Calientes,Sat,8.750000,92.845
CO,213,Perros Calientes,Wed,6.750000,85.715
MX,1390,Sándwiches,Thu,12.000000,140.945
CL,20,Hot Dogs,Thu,0.250000,3.2225
CL,218,Carnes,Tue,0.000000,0
CL,218,Carnes,Fri,0.250000,12.59
MX,423,Antojitos y Garnachas,Wed,2.750000,29.685
MX,855,China,Sun,0.500000,26.655
AR,27,Italiana,Sat,1.250000,10.635
PE,171,Postres,Sun,1.750000,20.45
PE,171,Postres,Mon,0.250000,8.6525
MX,1352,Tacos,Fri,0.750000,8.1575
CL,190,Mexicana,Wed,0.500000,7.19
MX,764,Hamburguesas,Thu,0.500000,9.8075
MX,764,Hamburguesas,Fri,0.500000,7.93
MX,554,Comida Rápida,Sat,7.000000,100.045
EC,261,Árabe,Sun,0.500000,10.3375
EC,261,Árabe,Wed,0.500000,6.7025
MX,1323,Sushi,Sun,5.000000,151.875
MX,116,Smoothies y Jugos,Wed,1.500000,5.2325
MX,911,Poke,Sat,2.000000,56.005
BR,1329,Açaí,Tue,0.500000,1.435
AR,455,Desayunos y Meriendas,Thu,1.000000,4.025
PE,58,Salchipapas,Thu,0.500000,3.4325
EC,89,Parrilla,Mon,1.500000,33.7675
EC,89,Parrilla,Thu,1.500000,24.205
MX,1412,Pozole y Caldos,Sun,7.000000,217.3875
AR,464,Café,Sat,0.500000,4.5775
MX,1516,Café y Té,Sat,7.250000,70.9175
AR,499,Sándwiches,Mon,7.500000,108.18
MX,1497,Sushi,Sat,8.000000,304.4075
MX,1497,Sushi,Sun,7.500000,358.665
MX,1497,Sushi,Thu,2.500000,61.9325
CO,192,Alitas,Fri,2.750000,48.88
PE,94,Postres,Tue,0.750000,5.16
EC,41,Postres,Thu,0.250000,1.145
BR,1380,Padaria,Sat,0.750000,10.6975
BR,1380,Padaria,Sun,0.000000,0
BR,44,Brasileira,Mon,0.250000,0
MX,423,Helados y Nieves,Mon,0.250000,4.2825
BR,1240,Sanduíches,Sun,0.250000,1.785
BR,1240,Sanduíches,Thu,0.250000,1.6625
BR,1361,Açaí,Thu,0.500000,6.965
AR,579,Pollo,Sun,1.500000,28.135
MX,1490,Smoothies y Jugos,Sat,1.000000,8.1325
CR,27,Mexicana,Tue,0.250000,1.4775
CR,27,Mexicana,Wed,0.250000,0
PE,170,Pescados y Mariscos,Tue,2.750000,22.535
CO,192,Helados,Tue,7.500000,63.32
BR,13,Sorvetes,Tue,0.750000,13.9375
MX,839,Vegetariana,Fri,0.250000,4.43
MX,1073,Smoothies y Jugos,Fri,1.250000,17.71
MX,1233,Pescados y Mariscos,Wed,0.500000,18.5675
AR,490,Sushi,Thu,4.000000,85.15
MX,1413,Asiática,Fri,1.000000,30.245
MX,1505,Desayunos y Brunch,Sun,9.750000,172.365
CO,318,Crepes,Fri,49.750000,682.36
EC,218,Ceviches,Sun,5.750000,92.465
MX,1380,Tortas y Lonches,Thu,5.000000,84.18
CO,35,Italiana,Fri,0.500000,4.155
MX,561,Empanadas,Sun,1.250000,38.0725
MX,1460,Sándwiches,Tue,1.250000,7.91
MX,1047,Vegetariana,Thu,2.500000,42.5475
MX,1321,Asiática,Sat,12.750000,260.965
MX,1246,Pizza,Sun,4.750000,60.725
MX,1246,Pizza,Thu,3.750000,53.98
CL,209,Pollo,Sat,0.250000,5.9625
MX,1185,Italiana,Wed,0.500000,8.705
BR,1410,Salgados,Thu,0.500000,2.5125
CO,58,Internacional,Wed,0.250000,7.52
BR,1369,Árabe,Tue,1.000000,8.38
PE,181,Postres,Sat,2.500000,19.8825
CO,271,Comida Rápida,Thu,0.000000,0
CO,134,Helados,Fri,10.500000,89.925
CO,342,China,Sun,47.500000,660.7825
MX,1110,Hamburguesas,Sun,24.250000,583.0275
MX,1260,Pescados y Mariscos,Sat,1.000000,16.34
MX,1260,Pescados y Mariscos,Fri,1.000000,11.61
MX,1260,Pescados y Mariscos,Thu,0.750000,8.7925
CO,202,Alitas,Wed,5.750000,83.845
CO,202,Alitas,Sun,6.500000,119.7925
MX,1490,Pizza,Wed,1.500000,29.175
MX,660,Comida Rápida,Sat,4.250000,55.365
MX,887,Tortas y Lonches,Sun,6.500000,147.9775
CL,24,Comida Casera,Sat,4.000000,85.635
CL,12,Empanadas,Wed,0.500000,2.835
CL,12,Empanadas,Sun,1.000000,20.0925
PE,177,Sándwiches,Mon,5.000000,31.805
PE,177,Sándwiches,Thu,7.000000,51.1525
PE,177,Sándwiches,Sun,2.500000,18.41
BR,1361,Sorvetes,Thu,0.250000,4.3825
MX,1392,Internacional,Sun,1.250000,12.6475
MX,1392,Internacional,Thu,0.250000,1.5925
AR,162,Empanadas,Tue,2.250000,17.265
AR,468,Argentina,Sun,0.250000,1.3275
PE,174,Pizzas,Tue,8.500000,168.5175
AR,506,Pokes,Tue,3.250000,45.5375
AR,506,Pokes,Sun,1.500000,34.42
AR,503,Sándwiches,Sat,1.250000,15.6975
CO,203,Café,Tue,13.250000,162.485
PE,167,Carnes,Mon,1.750000,18.0975
CL,2,Helados,Tue,1.500000,24.525
CL,2,Helados,Fri,1.500000,17.69
CL,2,Helados,Sat,2.000000,76.0625
MX,559,Postres,Thu,0.500000,2.95
BR,1313,Açaí,Mon,0.000000,0
AR,364,Postres,Fri,1.500000,9.63
AR,364,Postres,Sat,1.000000,6.1275
MX,898,Carnes y BBQ,Mon,8.000000,154.7475
AR,454,Desayunos y Meriendas,Sun,0.500000,4.5075
AR,502,Pokes,Thu,0.750000,19.7225
AR,8,Empanadas,Wed,2.000000,24.8725
CO,136,Salchipapas,Fri,19.250000,199.5225
CO,219,Típica,Sat,4.500000,28.0225
CO,219,Típica,Wed,2.000000,17.63
CO,219,Típica,Sun,4.500000,44.1275
BR,1358,Mexicana,Tue,7.250000,126.24
MX,1022,Antojitos y Garnachas,Sun,16.250000,233.7725
MX,1436,Barbacoa y Birria,Mon,2.500000,39.8775
AR,177,Desayunos y Meriendas,Tue,0.250000,1.755
UY,2,Milanesas,Sun,1.500000,25.19
PE,187,Internacional,Tue,2.750000,25.8875
EC,247,Ecuatoriana,Sat,0.250000,1.57
EC,257,Helados,Thu,0.250000,1.9925
EC,188,Árabe,Mon,0.750000,8.9075
EC,188,Árabe,Thu,0.500000,6.74
CO,203,Perros Calientes,Tue,4.000000,54.7575
MX,1060,Internacional,Sat,1.750000,53.1025
MX,1398,Fine Dining y Gourmet,Sat,0.250000,5.9775
MX,1416,Carnes y BBQ,Tue,0.250000,6.66
AR,500,Asado,Thu,0.750000,11.7325
AR,500,Asado,Wed,0.250000,4.5825
PE,177,Jugos y Batidos,Sun,1.750000,9.045
PE,177,Jugos y Batidos,Fri,0.250000,6.27
AR,604,Hamburguesa,Sun,0.500000,1.2425
AR,87,Desayunos y Meriendas,Tue,1.500000,15.7
AR,576,Vegetariana,Sat,10.500000,248.1125
CO,137,Saludable,Fri,8.750000,101.13
MX,1232,Tortas y Lonches,Thu,5.000000,62.7575
MX,1232,Tortas y Lonches,Tue,4.500000,37.12
MX,1232,Tortas y Lonches,Mon,5.500000,68.68
PE,38,Salchipapas,Sat,22.000000,186.2675
BR,1340,Grelhado,Fri,6.500000,277.6425
AR,594,Desayunos y Meriendas,Tue,0.250000,4.005
CO,271,Pizza,Fri,1.250000,18.335
CO,271,Pizza,Thu,0.750000,9.3675
CO,271,Pizza,Mon,1.250000,28.615
AR,549,Internacional,Sat,0.500000,5.115
CO,267,Desayunos,Thu,0.500000,3.5825
MX,1119,Hamburguesas,Mon,48.000000,975.2425
CO,219,Hamburguesa,Thu,22.250000,394.5775
MX,727,Saludables y Ensaladas,Tue,2.000000,22.3625
AR,594,Café,Sun,1.750000,33.04
AR,594,Café,Tue,1.750000,24.195
BR,1395,Poke,Wed,0.250000,0
MX,260,Mexicana,Wed,5.500000,66.91
MX,1095,Helados y Nieves,Sat,4.750000,55.535
EC,89,Italiana,Thu,0.000000,0
CO,164,Pescados y Mariscos,Sat,1.500000,24.6275
CO,164,Pescados y Mariscos,Fri,1.000000,13.1475
MX,1179,Postres,Sun,4.750000,60.1425
AR,616,Postres,Sun,2.000000,16.9375
MX,1336,Internacional,Tue,0.500000,2.7125
BR,1351,Brasileira,Sat,1.750000,8.3775
MX,1413,Alitas,Tue,4.750000,148.1775
MX,551,Pollo,Fri,7.500000,132.055
MX,1046,Pozole y Caldos,Sat,50.250000,783.2225
MX,739,Árabe,Mon,0.250000,2.1475
AR,7,Mexicana,Sat,0.750000,5.405
MX,260,Smoothies y Jugos,Thu,0.250000,5.85
CO,203,Desayunos,Thu,8.500000,87.6825
CO,203,Desayunos,Wed,6.000000,72.065
AR,457,Asado,Sat,1.500000,19.23
BR,1412,Pizza,Sat,0.000000,0
BR,1412,Pizza,Sun,0.250000,3.5
EC,102,Hamburguesa,Wed,0.250000,0.425
AR,389,Italiana,Fri,0.500000,5.225
CO,38,Sánduches,Sun,2.250000,26.51
MX,1222,Postres,Sat,0.750000,9.4325
MX,1222,Postres,Tue,0.250000,5.675
MX,1509,Helados y Nieves,Fri,0.750000,15.0875
BR,1463,Italiana,Tue,0.500000,3.6675
AR,551,Pizza,Wed,0.250000,2.155
CO,308,China,Mon,5.250000,89.64
MX,1216,Desayunos y Brunch,Sat,3.000000,53.8075
MX,1216,Desayunos y Brunch,Sun,2.250000,35.73
AR,20,Peruana,Sun,0.750000,19.575
CL,10,Italiana,Mon,0.500000,12.695
MX,1146,Internacional,Thu,0.250000,2.135
MX,1460,Tacos,Wed,3.750000,35.95
CO,135,Panadería,Wed,15.500000,88.285
MX,660,Saludables y Ensaladas,Wed,1.500000,26.3875
CO,3,Crepes,Thu,4.500000,76.7825
CO,3,Crepes,Wed,2.750000,32.495
MX,661,Chilaquiles y Enchiladas,Tue,9.000000,91.35
MX,661,Chilaquiles y Enchiladas,Fri,13.250000,156.505
MX,1414,Fine Dining y Gourmet,Sat,0.500000,2.3225
MX,1414,Fine Dining y Gourmet,Fri,0.250000,0
MX,892,Carnes y BBQ,Fri,0.250000,0
UY,3,Parrilla,Mon,0.250000,2.1925
AR,505,Árabe,Sat,16.500000,340.28
CO,26,Sushi,Mon,0.750000,9.0475
CO,26,Sushi,Sat,1.750000,35.5675
CO,0,China,Mon,0.250000,3.8325
CO,0,China,Sat,0.500000,7.705
PE,175,Pollo crujiente,Tue,7.000000,158.25
MX,1212,Comida Rápida,Mon,2.250000,35.8625
MX,1212,Comida Rápida,Fri,4.000000,56.34
MX,839,Smoothies y Jugos,Fri,0.750000,14.4925
MX,765,Barbacoa y Birria,Sun,5.000000,86.24
MX,1188,Antojitos y Garnachas,Sun,1.250000,25.7825
PE,104,Sushi,Tue,8.500000,90.9125
MX,1503,Asiática,Sat,0.750000,9.645
UY,31,Cafetería,Sat,1.750000,27.9275
AR,546,Asiática,Mon,1.000000,23.8425
EC,147,Parrilla,Thu,0.250000,6.0425
EC,255,Asiática,Wed,0.250000,2.7525
MX,1216,Alitas,Wed,3.750000,74.1225
MX,1451,Alitas,Thu,0.500000,0
MX,746,Pescados y Mariscos,Sat,1.250000,17.7075
MX,746,Pescados y Mariscos,Wed,1.250000,15.915
AR,357,Italiana,Sun,0.250000,1.3325
MX,1390,Pizza,Mon,0.500000,5.585
MX,1403,Pollo,Thu,16.000000,319.9
MX,1148,Antojitos y Garnachas,Wed,0.750000,5.075
AR,9,Hot Dogs,Tue,0.750000,4.5975
AR,9,Hot Dogs,Mon,0.250000,0
AR,9,Hot Dogs,Thu,0.250000,3.265
MX,947,Saludables y Ensaladas,Sun,0.250000,3.9025
EC,102,Helados,Sat,0.500000,6.9675
PE,232,Postres,Tue,1.000000,11.155
PE,232,Postres,Wed,1.750000,18.2875
EC,99,Comida Rápida,Fri,0.250000,1.535
MX,1128,Sushi,Mon,3.000000,46.3725
MX,1075,N/A,Mon,0.750000,5.4125
MX,1075,N/A,Tue,1.000000,8.7925
PE,222,Alitas,Mon,1.250000,17.4575
PE,222,Alitas,Thu,0.500000,7.7175
PE,222,Alitas,Wed,0.750000,18.125
CO,70,Mexicana,Sat,11.250000,221.5475
MX,1384,Poke,Tue,2.750000,73.035
AR,499,Pizza,Sun,3.000000,52.0825
EC,195,Pescados y Mariscos,Thu,2.000000,24.925
CO,76,Parrilla,Thu,2.250000,54.625
CO,222,Típica,Sun,13.250000,173.6175
MX,1460,Mexicana,Thu,5.500000,43.745
BR,13,Padaria,Wed,0.250000,2.9575
MX,1490,China,Fri,0.500000,6.57
AR,27,Pollo,Tue,6.000000,120.31
AR,27,Pollo,Thu,5.500000,115.255
AR,544,Jugos,Tue,0.500000,7.095
AR,544,Jugos,Sun,0.250000,2.9975
AR,161,Empanadas,Sat,12.500000,277.1475
EC,77,Sushi,Fri,0.750000,7.0575
EC,77,Sushi,Mon,1.250000,19.3375
MX,563,Helados y Nieves,Tue,0.250000,1.58
MX,563,Helados y Nieves,Sat,0.500000,1.93
MX,1516,Pollo,Fri,2.250000,38.935
MX,1516,Pollo,Mon,1.250000,18.7475
AR,502,Hot Dogs,Wed,1.250000,6.8525
CO,208,Perros Calientes,Mon,10.500000,152.535
CO,200,Mexicana,Fri,0.750000,9.1225
CO,21,Vegetariana,Wed,0.250000,4.64
CO,21,Vegetariana,Sat,0.250000,1.7825
MX,1444,Comida Rápida,Sun,12.250000,182.0625
PE,170,Pollería,Fri,0.250000,1.4025
CO,76,Pescados y Mariscos,Tue,1.250000,17.9175
EC,150,Sánduches,Thu,2.000000,21.7675
CO,353,Hamburguesa,Tue,1.000000,10.93
EC,195,Vegetariana,Fri,1.500000,13.6
CO,208,Arepas,Tue,4.250000,59.125
CO,208,Arepas,Thu,4.250000,72.9325
MX,1488,Pollo,Thu,11.250000,181.69
AR,152,Postres,Mon,1.250000,10.455
CL,16,Asiática,Wed,3.250000,63.37
AR,551,Sushi,Sun,1.000000,13.45
CL,189,Italiana,Fri,0.250000,0.7975
CO,50,Salchipapas,Fri,3.000000,28.6325
EC,192,Saludable,Wed,0.500000,6.01
EC,192,Saludable,Mon,1.000000,11.925
BR,1369,Açaí,Thu,0.250000,2.7725
MX,1193,Postres,Wed,0.500000,6.6875
PE,193,Pescados y Mariscos,Fri,5.500000,88.9225
AR,87,Mexicana,Sun,3.250000,67.1375
MX,1436,Desayunos y Brunch,Sat,6.000000,209.06
AR,0,Hamburguesa,Tue,38.250000,650.9975
PE,12,Saludable,Thu,1.750000,26.525
CR,34,Sushi,Sun,0.000000,0
MX,1509,Barbacoa y Birria,Sat,2.500000,40.8825
MX,1509,Barbacoa y Birria,Thu,1.000000,24.0675
AR,8,Desayunos y Meriendas,Thu,1.000000,12.1125
BR,1397,Frutos do Mar,Sat,0.250000,0
MX,1022,Poke,Fri,24.250000,644.97
MX,1433,Carnes y BBQ,Thu,2.250000,27.675
EC,145,Sushi,Tue,0.500000,10.995
EC,145,Sushi,Mon,0.500000,13.65
CO,203,Postres,Tue,5.250000,52.9225
CR,7,Italiana,Fri,0.250000,2.465
MX,1271,Smoothies y Jugos,Sun,1.000000,20.0475
PE,59,Mexicana,Wed,1.500000,11.96
PE,59,Mexicana,Sat,0.250000,2.3125
EC,262,Jugos y Batidos,Wed,0.750000,14.71
MX,1307,Pollo,Mon,0.500000,1.365
MX,908,Italiana,Sun,2.250000,100.8375
MX,884,Antojitos y Garnachas,Fri,0.250000,1.7825
EC,146,Pollo,Sun,0.500000,16.0175
EC,146,Pollo,Sat,0.500000,14.9125
MX,296,Tortas y Lonches,Wed,2.000000,23.62
BR,1357,Brasileira,Fri,2.000000,76.8775
PE,53,Saludable,Sun,47.750000,589.635
MX,656,Pozole y Caldos,Sat,0.250000,2.755
MX,1232,Sándwiches,Wed,12.000000,157.88
MX,1232,Sándwiches,Fri,14.000000,181.86
MX,423,Antojitos y Garnachas,Thu,1.000000,9.1325
MX,1037,Carnes y BBQ,Tue,0.750000,34.57
EC,41,Ecuatoriana,Wed,3.500000,52.7025
BR,20,Sanduíches,Sun,0.250000,1.6725
CO,198,Sánduches,Sun,10.750000,209.4925
CO,198,Sánduches,Mon,7.250000,129.79
MX,1265,Pollo,Fri,0.750000,23.125
PE,181,Carnes,Fri,0.250000,1.61
PE,30,Café,Fri,1.250000,13.545
CO,213,Alitas,Mon,7.000000,90.1225
CO,35,Desayunos,Sun,4.250000,36.3325
MX,1480,Asiática,Sat,0.250000,0
AR,134,Sushi,Tue,2.500000,44.49
CO,258,Pizza,Thu,2.500000,32.1725
AR,139,Italiana,Wed,10.000000,149.545
AR,497,Café,Thu,0.750000,8.21
MX,1106,Internacional,Sun,4.500000,64.82
CL,3,Comida Casera,Sat,3.750000,54.175
BR,1403,Brasileira,Sun,0.250000,4.4975
CO,25,Experiencias Foodies,Wed,0.000000,0
MX,1450,Alitas,Fri,4.750000,90.7025
MX,1450,Alitas,Tue,1.500000,39.3575
MX,1237,Pescados y Mariscos,Sat,0.750000,13.37
AR,511,Saludable,Sat,8.000000,137.4425
AR,511,Saludable,Sun,2.000000,31.8
AR,511,Saludable,Thu,6.250000,108.08
CL,127,Hot Dogs,Tue,7.000000,87.5075
PE,58,Salchipapas,Mon,0.500000,3.7525
EC,218,Sushi,Tue,0.500000,17.375
CO,28,Árabe,Mon,2.000000,26.4575
BR,413,Pizza,Tue,0.000000,0
MX,1022,Smoothies y Jugos,Sun,0.250000,1.59
MX,667,Helados y Nieves,Fri,0.250000,6.6075
MX,534,Italiana,Thu,2.250000,39.9875
CO,69,China,Tue,4.000000,42.37
EC,177,Hamburguesa,Sun,1.000000,2.91
CO,277,Comida Rápida,Sat,5.750000,72.8175
MX,1411,Saludables y Ensaladas,Thu,0.250000,5.31
MX,547,Desayunos y Brunch,Tue,0.250000,3.4725
MX,1022,Chilaquiles y Enchiladas,Tue,12.250000,202.0625
AR,24,Vegetariana,Mon,0.250000,6.6675
CO,19,Mexicana,Mon,3.750000,92.15
MX,1362,Alitas,Sat,1.250000,25.7925
BR,1282,Pizza,Fri,1.750000,77.78
AR,505,Saludable,Fri,1.250000,27.5725
CL,17,Café,Sun,6.250000,90.5625
AR,12,N/A,Tue,1.000000,12.185
CO,203,Comida Rápida,Sun,5.250000,75.94
CO,203,Comida Rápida,Sat,5.500000,98.555
CO,203,Comida Rápida,Tue,1.750000,18.71
CO,203,Comida Rápida,Wed,2.000000,18.1625
MX,1515,Helados y Nieves,Thu,0.250000,1.1475
MX,1421,Carnes y BBQ,Thu,1.250000,22.4675
AR,25,Pizza,Fri,0.500000,5.3925
CL,192,Asiática,Mon,0.500000,19.785
CO,50,Empanadas,Thu,2.000000,14.9125
CO,102,Arepas,Thu,1.750000,18.2675
MX,1239,Postres,Sun,0.500000,9.445
CO,84,Arepas,Fri,8.500000,132.33
MX,630,Chilaquiles y Enchiladas,Wed,0.250000,7.37
BR,1361,Café,Sun,1.000000,8.4525
BR,1361,Café,Sat,0.250000,3.0825
MX,834,Italiana,Mon,2.750000,75.45
AR,594,Asiática,Sun,1.750000,55.1125
AR,594,Asiática,Mon,1.000000,36.14
CO,65,Saludable,Sun,5.000000,61.755
CO,65,Saludable,Sat,2.250000,28.405
CO,365,Empanadas,Thu,3.000000,13.5925
CO,365,Empanadas,Tue,0.500000,4.08
MX,551,Sushi,Sun,4.000000,70.315
MX,534,Fine Dining y Gourmet,Wed,2.250000,45.7125
PE,171,Carnes,Sat,0.250000,2.4775
PE,171,Carnes,Mon,0.250000,2.195
PE,171,Carnes,Fri,0.250000,1.5925
EC,218,Poke,Sun,0.250000,2.4425
MX,1323,Pescados y Mariscos,Mon,0.750000,23.25
MX,887,Internacional,Wed,1.500000,31.185
MX,1494,Pizza,Thu,3.000000,41.7675
CO,18,Asiática,Wed,84.750000,1346.1075
PE,12,Carnes,Thu,2.500000,43.405
PE,12,Carnes,Tue,2.500000,29.1475
CO,19,Alitas,Fri,0.500000,13.33
PE,27,Sopas y Cremas,Sat,6.500000,41.305
AR,25,Hamburguesa,Mon,3.500000,60.21
CO,390,Italiana,Mon,0.250000,0
CO,220,Alitas,Tue,0.750000,10.075
CO,220,Alitas,Sat,1.000000,12.53
CO,220,Alitas,Mon,1.500000,16.2775
CO,69,Asiática,Thu,10.250000,136.0275
CO,23,Internacional,Tue,1.500000,13.4725
MX,549,Hamburguesas,Fri,16.000000,264.145
AR,457,Café,Thu,0.250000,0
MX,604,Internacional,Fri,0.250000,3.1875
BR,35,Chefs,Sat,0.250000,4.26
BR,35,Chefs,Thu,0.000000,0
AR,389,Café,Tue,2.250000,15.5325
MX,1273,Sushi,Tue,0.250000,1.865
CO,25,Vegetariana,Fri,2.000000,21.44
CO,25,Vegetariana,Thu,1.250000,15.2125
BR,58,Açaí,Thu,0.250000,1.9525
MX,1547,Pizza,Thu,0.750000,12.54
MX,1547,Pizza,Mon,0.500000,5.2575
CO,213,Arepas,Fri,4.000000,31.71
AR,499,Pizza,Fri,1.000000,19.41
AR,511,Sándwiches,Mon,13.250000,203.31
MX,764,Tortas y Lonches,Sun,3.500000,41.1375
MX,764,Tortas y Lonches,Tue,2.000000,24.9925
CO,31,Empanadas,Sat,6.750000,110.2425
EC,177,Hamburguesa,Thu,0.500000,0
BR,1317,Japonesa,Mon,1.250000,20.7425
BR,1317,Japonesa,Fri,1.250000,27.6675
CL,192,Empanadas,Mon,0.250000,2.11
CL,15,Comida Casera,Mon,0.250000,2.8825
PE,4,Internacional,Wed,2.250000,28.935
MX,116,Carnes y BBQ,Thu,0.250000,5.9175
MX,568,Tacos,Sun,13.000000,182.6975
CO,277,Hamburguesa,Tue,3.250000,37.5975
CO,14,Internacional,Sun,1.750000,24.285
CO,14,Internacional,Mon,0.500000,10.81
MX,1124,Desayunos y Brunch,Tue,6.000000,89.8975
MX,1124,Desayunos y Brunch,Sun,5.500000,132.595
PE,144,Jugos y Batidos,Tue,1.500000,13.8775
MX,561,China,Wed,4.000000,76.13
MX,673,Italiana,Sat,6.500000,151.5125
MX,673,Italiana,Sun,3.250000,77.095
MX,820,Sushi,Sun,15.250000,408.445
MX,820,Sushi,Thu,5.500000,141.82
CO,14,Salchipapas,Wed,6.750000,72.7175
CO,267,Arepas,Sat,2.000000,21.4825
CO,267,Arepas,Sun,0.750000,14.475
BR,1397,Grelhado,Sat,0.250000,3.54
MX,1174,Internacional,Wed,0.250000,3.8975
MX,898,Internacional,Mon,2.000000,28.0175
MX,898,Internacional,Tue,0.500000,7.565
CO,272,Saludable,Tue,0.750000,10.37
MX,729,Empanadas,Fri,2.500000,46.2775
BR,1255,Burgers,Mon,2.500000,22.0225
AR,410,Asiática,Wed,0.250000,2.81
AR,4,Saludable,Wed,0.750000,7.835
EC,256,Árabe,Mon,0.500000,4.955
MX,1406,Smoothies y Jugos,Fri,0.250000,4.4725
MX,1406,Smoothies y Jugos,Sun,0.250000,4.4725
MX,1488,Asiática,Sat,1.250000,59.215
MX,1488,Asiática,Wed,0.750000,25.105
MX,563,Panadería y Pastelería,Tue,0.250000,2
AR,461,Sushi,Sat,0.500000,19.8625
BR,1296,Burgers,Mon,0.000000,0
CO,295,Postres,Sat,0.250000,0
CO,65,Asiática,Thu,0.750000,13.885
CO,198,Típica,Wed,1.000000,14.965
MX,1466,Sándwiches,Fri,1.500000,20.645
MX,1464,Sushi,Sun,1.000000,12.8125
BR,1403,Sorvetes,Sat,0.000000,0
CO,0,Café,Thu,0.250000,1.77
BR,352,Açaí,Mon,0.000000,0
BR,352,Açaí,Wed,0.000000,0
MX,297,Helados y Nieves,Thu,1.500000,20.6425
MX,297,Helados y Nieves,Sat,3.250000,24.2125
MX,630,Chilaquiles y Enchiladas,Sun,0.750000,11.7575
AR,550,Asado,Thu,0.500000,13.89
AR,550,Asado,Tue,0.500000,9.1
MX,873,Desayunos y Brunch,Tue,0.750000,5.185
PE,71,Pollería,Sun,2.750000,42.61
UY,2,Asiática,Mon,0.500000,8.395
MX,1537,Sushi,Thu,1.500000,19.645
MX,1272,Tacos,Sun,2.750000,46.7425
MX,1272,Tacos,Tue,1.750000,27.0375
PE,187,Experiencias Culinarias,Tue,0.250000,1.0975
BR,1229,Sobremesas,Sat,0.000000,0
CO,52,Parrilla,Sun,2.750000,39.07
MX,662,Panadería y Pastelería,Thu,8.750000,134.34
MX,1415,Desayunos y Brunch,Thu,5.500000,59.1375
MX,1415,Desayunos y Brunch,Fri,6.750000,76.5775
AR,20,Asado,Tue,1.500000,27.4825
MX,1312,Helados y Nieves,Fri,0.500000,6.4275
CL,3,Internacional,Tue,0.500000,8.87
MX,1426,Italiana,Tue,0.500000,12.1975
CO,220,Café,Sat,8.750000,117.19
CO,220,Café,Fri,9.000000,100.7125
CO,220,Café,Sun,5.250000,63.8425
CO,208,Pescados y Mariscos,Tue,0.250000,14.905
CO,14,Panadería,Sun,3.000000,33.3075
MX,1391,Italiana,Wed,0.500000,13.77
MX,1460,Antojitos y Garnachas,Mon,3.250000,26.455
MX,1517,Tacos,Mon,0.250000,3.4175
CO,308,Saludable,Wed,0.750000,2.815
CO,308,Saludable,Sun,0.500000,1.9875
CO,308,Saludable,Fri,0.250000,1.12
MX,1410,Asiática,Sat,9.750000,169.045
MX,1410,Asiática,Thu,3.500000,55.6775
EC,218,Hot Dog,Fri,0.250000,6.3575
PE,142,Panadería,Sun,1.750000,9.05
PE,142,Panadería,Sat,0.750000,6.015
PE,48,Panadería,Wed,0.750000,2.9925
CL,290,Pizzas,Tue,0.250000,3.35
PE,26,Internacional,Thu,6.750000,29.5025
PE,190,Postres,Sat,1.500000,8.1875
PE,190,Postres,Fri,2.000000,16.5975
MX,1114,Chilaquiles y Enchiladas,Fri,1.250000,15.3375
MX,1114,Chilaquiles y Enchiladas,Sat,1.250000,15.73
MX,1114,Chilaquiles y Enchiladas,Sun,1.500000,11.5075
MX,865,Saludables y Ensaladas,Sun,2.750000,53.6975
MX,1422,Internacional,Thu,1.250000,3.175
PE,104,Alitas,Wed,0.250000,1.9525
AR,465,Postres,Sat,0.750000,6.6375
AR,465,Postres,Thu,0.250000,2.725
PE,10,Sopas y Cremas,Fri,41.250000,532.84
MX,1547,Tacos,Thu,0.500000,2.8375
BR,1252,Grelhado,Sat,0.250000,1.6775
MX,1120,Postres,Wed,3.500000,54.235
MX,1365,Saludables y Ensaladas,Mon,0.500000,4.99
CO,240,Sushi,Tue,4.000000,64.48
MX,554,Italiana,Tue,0.500000,7.2525
AR,369,Hamburguesa,Sun,59.750000,1091.77
MX,1387,Asiática,Wed,4.000000,88.7575
CO,6,Salchipapas,Mon,13.500000,147.065
CO,6,Salchipapas,Sun,13.500000,146.0725
AR,369,Hamburguesa,Mon,34.250000,543.9525
AR,488,Postres,Sat,0.750000,4.1325
BR,1252,Burgers,Sun,0.750000,12.13
